serial_number,first_observation_date,last_observation_date,observed_days,is_failed,overall_max_probability,overall_mean_probability,failure_date,eligible_max_probability,eligible_mean_probability,eligible_observed_days,alerted_primary,alert_days_primary,first_alert_date_primary,alerted_high_recall,alert_days_high_recall,first_alert_date_high_recall,error_group,lead_time_days_primary,lead_time_days_high_recall,probability_gap_to_primary,failure_detection_tier,miss_pattern
AAHKXKUH,2023-10-03,2023-10-11,4,1,0.3882192073295394,0.35094347570275514,2023-10-11,0.3882192073295394,0.35094347570275514,4,False,0,,True,1,2023-10-11,false_negative,,0.0,0.31178079267046055,detected_only_at_0.35,short_history_under_7_days
AAHLDXHH,2023-10-02,2023-10-14,4,1,0.3882192073295394,0.3882192073295394,2023-10-14,0.3882192073295394,0.3882192073295394,4,False,0,,True,4,2023-10-02,false_negative,,12.0,0.31178079267046055,detected_only_at_0.35,short_history_under_7_days
PL1331LAHEAVHH,2023-10-01,2023-11-17,16,1,0.3385182318271604,0.3385182318271604,2023-11-17,0.3385182318271604,0.3385182318271604,16,False,0,,False,0,,false_negative,,,0.36148176817283956,missed_even_at_0.35,weak_signal_below_0.35
PL2331LAH3ABZJ,2023-10-03,2023-11-07,11,1,0.6434655560098617,0.6434655560098617,2023-11-07,0.6434655560098617,0.6434655560098617,11,False,0,,True,11,2023-10-03,false_negative,,35.0,0.056534443990138294,detected_only_at_0.35,near_miss_0.60_to_0.70
PL2331LAH43B4J,2023-10-05,2023-11-26,19,1,0.3341195270929709,0.3341195270929709,2023-11-26,0.3341195270929709,0.3341195270929709,19,False,0,,False,0,,false_negative,,,0.3658804729070291,missed_even_at_0.35,weak_signal_below_0.35
S2ZYJ9GGB01081,2023-10-04,2023-11-17,15,1,0.6975798159827898,0.39715390553303476,2023-11-17,0.6975798159827898,0.39715390553303476,15,False,0,,True,4,2023-11-09,false_negative,,8.0,0.002420184017210114,detected_only_at_0.35,near_miss_0.60_to_0.70
VKGKWERX,2023-10-01,2023-11-13,14,1,0.3348234870593261,0.334823487059326,2023-11-13,0.3348234870593261,0.334823487059326,14,False,0,,False,0,,false_negative,,,0.3651765129406739,missed_even_at_0.35,weak_signal_below_0.35
VKH173MX,2023-10-02,2023-11-30,13,1,0.34245999409712896,0.34245999409712896,2023-11-30,0.34245999409712896,0.34245999409712896,13,False,0,,False,0,,false_negative,,,0.357540005902871,missed_even_at_0.35,weak_signal_below_0.35
WD-WXQ1AA541HX5,2023-10-03,2023-11-17,18,1,0.6952908376720542,0.5796946529019829,2023-11-17,0.6952908376720542,0.5796946529019829,18,False,0,,True,16,2023-10-08,false_negative,,40.0,0.004709162327945715,detected_only_at_0.35,near_miss_0.60_to_0.70
X050A003F97G,2023-10-04,2023-12-20,18,1,0.3644611506902172,0.3364700239277089,2023-12-20,0.3644611506902172,0.3364700239277089,18,False,0,,True,1,2023-12-20,false_negative,,0.0,0.3355388493097828,detected_only_at_0.35,moderate_signal_0.35_to_0.60
X880A0EMF97G,2023-10-01,2023-12-02,20,1,0.3630029231485883,0.3409667009593032,2023-12-02,0.3630029231485883,0.3409667009593032,20,False,0,,True,2,2023-11-30,false_negative,,2.0,0.33699707685141167,detected_only_at_0.35,moderate_signal_0.35_to_0.60
X880A0JCF97G,2023-10-06,2023-10-16,4,1,0.33423620141275423,0.33423620141275423,2023-10-16,0.33423620141275423,0.33423620141275423,4,False,0,,False,0,,false_negative,,,0.3657637985872457,missed_even_at_0.35,short_history_under_7_days
X8E0A010F97G,2023-10-01,2023-11-12,19,1,0.3341195270929709,0.3341195270929709,2023-11-12,0.3341195270929709,0.3341195270929709,19,False,0,,False,0,,false_negative,,,0.3658804729070291,missed_even_at_0.35,weak_signal_below_0.35
X8E0A025F97G,2023-10-06,2023-11-26,16,1,0.38909980963895946,0.35451082788643556,2023-11-26,0.38909980963895946,0.35451082788643556,16,False,0,,True,6,2023-11-06,false_negative,,20.0,0.3109001903610405,detected_only_at_0.35,moderate_signal_0.35_to_0.60
X8F0A08CF97G,2023-10-01,2023-10-02,2,1,0.42572000871857685,0.42572000871857685,2023-10-02,0.42572000871857685,0.42572000871857685,2,False,0,,True,2,2023-10-01,false_negative,,1.0,0.2742799912814231,detected_only_at_0.35,short_history_under_7_days
X8G0A07BF97G,2023-10-02,2023-11-20,14,1,0.4038631472120465,0.3391012142443334,2023-11-20,0.4038631472120465,0.3391012142443334,14,False,0,,True,1,2023-11-20,false_negative,,0.0,0.29613685278795343,detected_only_at_0.35,moderate_signal_0.35_to_0.60
Y230A003FVKG,2023-10-01,2023-12-05,23,1,0.4140485732060822,0.3860849510770704,2023-12-05,0.4140485732060822,0.3860849510770704,23,False,0,,True,22,2023-10-01,false_negative,,65.0,0.2859514267939178,detected_only_at_0.35,moderate_signal_0.35_to_0.60
Y8S0A00MF97G,2023-10-02,2023-12-07,25,1,0.36830325434611627,0.3382215743633483,2023-12-07,0.36830325434611627,0.3382215743633483,25,False,0,,True,3,2023-12-05,false_negative,,2.0,0.3316967456538837,detected_only_at_0.35,moderate_signal_0.35_to_0.60
Z1A0A01BFVKG,2023-11-23,2023-12-14,8,1,0.5241125605076213,0.3738386743104556,2023-12-14,0.5241125605076213,0.3738386743104556,8,False,0,,True,3,2023-12-11,false_negative,,3.0,0.17588743949237862,detected_only_at_0.35,moderate_signal_0.35_to_0.60
Z1G0A015FVKG,2023-10-01,2023-11-14,15,1,0.395579563505369,0.3646438368983648,2023-11-14,0.395579563505369,0.3646438368983648,15,False,0,,True,10,2023-10-01,false_negative,,44.0,0.30442043649463096,detected_only_at_0.35,moderate_signal_0.35_to_0.60
Z304GE9A,2023-10-03,2023-10-18,9,1,0.34245999409712896,0.34245999409712896,2023-10-18,0.34245999409712896,0.34245999409712896,9,False,0,,False,0,,false_negative,,,0.357540005902871,missed_even_at_0.35,weak_signal_below_0.35
Z304K68J,2023-10-01,2023-10-15,7,1,0.3348234870593261,0.334823487059326,2023-10-15,0.3348234870593261,0.334823487059326,7,False,0,,False,0,,false_negative,,,0.3651765129406739,missed_even_at_0.35,weak_signal_below_0.35
Z304K6DN,2023-10-04,2023-10-31,12,1,0.5878992728743744,0.5878992728743744,2023-10-31,0.5878992728743744,0.5878992728743744,12,False,0,,True,12,2023-10-04,false_negative,,27.0,0.11210072712562558,detected_only_at_0.35,moderate_signal_0.35_to_0.60
Z304Z4W1,2023-10-04,2023-10-19,4,1,0.5902225373990911,0.5902225373990911,2023-10-19,0.5902225373990911,0.5902225373990911,4,False,0,,True,4,2023-10-04,false_negative,,15.0,0.10977746260090882,detected_only_at_0.35,short_history_under_7_days
Z3058T9M,2023-10-02,2023-11-27,16,1,0.3385182318271604,0.3385182318271604,2023-11-27,0.3385182318271604,0.3385182318271604,16,False,0,,False,0,,false_negative,,,0.36148176817283956,missed_even_at_0.35,weak_signal_below_0.35
Z305DJ0W,2023-10-03,2023-10-28,13,1,0.589061401720248,0.43326552628371934,2023-10-28,0.589061401720248,0.43326552628371934,13,False,0,,True,5,2023-10-03,false_negative,,25.0,0.11093859827975194,detected_only_at_0.35,moderate_signal_0.35_to_0.60
Z305KB2K,2023-10-04,2023-12-14,18,1,0.34704210934105184,0.34704210934105184,2023-12-14,0.34704210934105184,0.34704210934105184,18,False,0,,False,0,,false_negative,,,0.3529578906589481,missed_even_at_0.35,weak_signal_below_0.35
Z7KDT7N5T,2023-10-03,2023-11-10,8,1,0.6251012036499343,0.5523557845106934,2023-11-10,0.6251012036499343,0.5523557845106934,8,False,0,,True,6,2023-10-03,false_negative,,38.0,0.07489879635006569,detected_only_at_0.35,near_miss_0.60_to_0.70
ZA11G804,2023-10-02,2023-12-03,20,1,0.6477639459050193,0.41222381622875587,2023-12-03,0.6477639459050193,0.41222381622875587,20,False,0,,True,20,2023-10-02,false_negative,,62.0,0.052236054094980666,detected_only_at_0.35,near_miss_0.60_to_0.70
ZA13YPC8,2023-10-01,2023-10-27,12,1,0.3590095235206041,0.3586747697066146,2023-10-27,0.3590095235206041,0.3586747697066146,12,False,0,,True,12,2023-10-01,false_negative,,26.0,0.34099047647939584,detected_only_at_0.35,moderate_signal_0.35_to_0.60
ZA13YPM7,2023-10-09,2023-10-14,3,1,0.35985020105598314,0.35833453447632463,2023-10-14,0.35985020105598314,0.35833453447632463,3,False,0,,True,3,2023-10-09,false_negative,,5.0,0.3401497989440168,detected_only_at_0.35,short_history_under_7_days
ZA16DVXM,2023-10-04,2023-10-04,1,1,0.3499484375928782,0.3499484375928782,2023-10-04,0.3499484375928782,0.3499484375928782,1,False,0,,False,0,,false_negative,,,0.35005156240712176,missed_even_at_0.35,short_history_under_7_days
ZA180QZR,2023-10-02,2023-10-27,9,1,0.47641447745917104,0.3901947345683182,2023-10-27,0.47641447745917104,0.3901947345683182,9,False,0,,True,9,2023-10-02,false_negative,,25.0,0.22358552254082892,detected_only_at_0.35,moderate_signal_0.35_to_0.60
ZCH0GBE8,2023-10-07,2023-12-06,22,1,0.3518564379363282,0.35013961066509836,2023-12-06,0.3518564379363282,0.35013961066509836,22,False,0,,True,4,2023-11-24,false_negative,,12.0,0.34814356206367175,detected_only_at_0.35,moderate_signal_0.35_to_0.60
ZDEB331Z,2023-10-03,2023-10-29,10,1,0.3348234870593261,0.3348234870593261,2023-10-29,0.3348234870593261,0.3348234870593261,10,False,0,,False,0,,false_negative,,,0.3651765129406739,missed_even_at_0.35,weak_signal_below_0.35
ZDEB33CV,2023-10-02,2023-11-25,17,1,0.34245999409712896,0.34245999409712896,2023-11-25,0.34245999409712896,0.34245999409712896,17,False,0,,False,0,,false_negative,,,0.357540005902871,missed_even_at_0.35,weak_signal_below_0.35
ZHZ0Z125,2023-10-01,2023-10-19,8,1,0.3341195270929709,0.3341195270929709,2023-10-19,0.3341195270929709,0.3341195270929709,8,False,0,,False,0,,false_negative,,,0.3658804729070291,missed_even_at_0.35,weak_signal_below_0.35
ZHZ2KWN2,2023-10-03,2023-12-20,25,1,0.34257128053707686,0.34257128053707686,2023-12-20,0.34257128053707686,0.34257128053707686,25,False,0,,False,0,,false_negative,,,0.3574287194629231,missed_even_at_0.35,weak_signal_below_0.35
ZHZ3DWLK,2023-10-03,2023-11-01,11,1,0.34704210934105184,0.34704210934105184,2023-11-01,0.34704210934105184,0.34704210934105184,11,False,0,,False,0,,false_negative,,,0.3529578906589481,missed_even_at_0.35,weak_signal_below_0.35
ZHZ3MT6Z,2023-10-01,2023-11-03,14,1,0.35432752015645197,0.33652223715956736,2023-11-03,0.35432752015645197,0.33652223715956736,14,False,0,,True,1,2023-11-03,false_negative,,0.0,0.345672479843548,detected_only_at_0.35,moderate_signal_0.35_to_0.60
ZHZ3N6KC,2023-10-03,2023-11-07,11,1,0.3385182318271604,0.3385182318271604,2023-11-07,0.3385182318271604,0.3385182318271604,11,False,0,,False,0,,false_negative,,,0.36148176817283956,missed_even_at_0.35,weak_signal_below_0.35
ZHZ3PTNR,2023-10-05,2023-10-05,1,1,0.3341195270929709,0.3341195270929709,2023-10-05,0.3341195270929709,0.3341195270929709,1,False,0,,False,0,,false_negative,,,0.3658804729070291,missed_even_at_0.35,short_history_under_7_days
ZHZ45VMA,2023-10-07,2023-11-12,10,1,0.3348234870593261,0.3348234870593261,2023-11-12,0.3348234870593261,0.3348234870593261,10,False,0,,False,0,,false_negative,,,0.3651765129406739,missed_even_at_0.35,weak_signal_below_0.35
ZHZ4GAX2,2023-10-01,2023-11-16,19,1,0.34245999409712896,0.34245999409712896,2023-11-16,0.34245999409712896,0.34245999409712896,19,False,0,,False,0,,false_negative,,,0.357540005902871,missed_even_at_0.35,weak_signal_below_0.35
ZHZ4LM9D,2023-10-07,2023-12-10,20,1,0.3418457491195624,0.3413458337921171,2023-12-10,0.3418457491195624,0.3413458337921171,20,False,0,,False,0,,false_negative,,,0.35815425088043756,missed_even_at_0.35,weak_signal_below_0.35
ZHZ4V42G,2023-10-03,2023-11-17,18,1,0.3709915518455691,0.3529290321383097,2023-11-17,0.3709915518455691,0.3529290321383097,18,False,0,,True,9,2023-10-20,false_negative,,28.0,0.32900844815443087,detected_only_at_0.35,moderate_signal_0.35_to_0.60
ZHZ4XHXD,2023-10-01,2023-10-20,5,1,0.3391120373309228,0.3378244640529092,2023-10-20,0.3391120373309228,0.3378244640529092,5,False,0,,False,0,,false_negative,,,0.36088796266907713,missed_even_at_0.35,short_history_under_7_days
ZHZ4Y6GT,2023-10-02,2023-11-29,14,1,0.5132218223937204,0.36355433929555225,2023-11-29,0.5132218223937204,0.36355433929555225,14,False,0,,True,5,2023-11-07,false_negative,,22.0,0.18677817760627957,detected_only_at_0.35,moderate_signal_0.35_to_0.60
ZHZ4Y9TX,2023-10-03,2023-10-06,2,1,0.39906487576293287,0.3830762040817838,2023-10-06,0.39906487576293287,0.3830762040817838,2,False,0,,True,2,2023-10-03,false_negative,,3.0,0.3009351242370671,detected_only_at_0.35,short_history_under_7_days
ZHZ50LQL,2023-10-01,2023-11-17,19,1,0.3359887455017787,0.334316286925477,2023-11-17,0.3359887455017787,0.334316286925477,19,False,0,,False,0,,false_negative,,,0.36401125449822125,missed_even_at_0.35,weak_signal_below_0.35
ZHZ50LTQ,2023-10-04,2023-11-06,9,1,0.3348234870593261,0.3348234870593261,2023-11-06,0.3348234870593261,0.3348234870593261,9,False,0,,False,0,,false_negative,,,0.3651765129406739,missed_even_at_0.35,weak_signal_below_0.35
ZHZ50QXV,2023-10-01,2023-10-11,5,1,0.41908283226934795,0.36893543125186695,2023-10-11,0.41908283226934795,0.36893543125186695,5,False,0,,True,2,2023-10-09,false_negative,,2.0,0.280917167730652,detected_only_at_0.35,short_history_under_7_days
ZHZ50R8C,2023-10-04,2023-11-07,11,1,0.3385182318271604,0.3385182318271604,2023-11-06,0.3385182318271604,0.3385182318271604,10,False,0,,False,0,,false_negative,,,0.36148176817283956,missed_even_at_0.35,weak_signal_below_0.35
ZHZ50X7P,2023-10-01,2023-10-16,7,1,0.6426176524315333,0.43642876718593787,2023-10-16,0.6426176524315333,0.43642876718593787,7,False,0,,True,7,2023-10-01,false_negative,,15.0,0.05738234756846661,detected_only_at_0.35,near_miss_0.60_to_0.70
ZHZ50XCD,2023-10-04,2023-11-29,11,1,0.4427266115989338,0.44272661159893373,2023-11-29,0.4427266115989338,0.44272661159893373,11,False,0,,True,11,2023-10-04,false_negative,,56.0,0.25727338840106617,detected_only_at_0.35,moderate_signal_0.35_to_0.60
ZHZ62E5L,2023-10-01,2023-11-08,11,1,0.33962565067107514,0.3386189062675163,2023-11-08,0.33962565067107514,0.3386189062675163,11,False,0,,False,0,,false_negative,,,0.3603743493289248,missed_even_at_0.35,weak_signal_below_0.35
ZHZ62PMQ,2023-10-04,2023-12-13,18,1,0.3380373875431902,0.3370240170286344,2023-12-13,0.3380373875431902,0.3370240170286344,18,False,0,,False,0,,false_negative,,,0.3619626124568098,missed_even_at_0.35,weak_signal_below_0.35
ZHZ631MX,2023-10-01,2023-11-26,12,1,0.34245999409712896,0.34245999409712896,2023-11-26,0.34245999409712896,0.34245999409712896,12,False,0,,False,0,,false_negative,,,0.357540005902871,missed_even_at_0.35,weak_signal_below_0.35
ZHZ666DD,2023-10-01,2023-11-09,14,1,0.3341195270929709,0.3341195270929709,2023-11-09,0.3341195270929709,0.3341195270929709,14,False,0,,False,0,,false_negative,,,0.3658804729070291,missed_even_at_0.35,weak_signal_below_0.35
ZHZ666X5,2023-10-02,2023-10-18,5,1,0.4340709511383322,0.43407095113833216,2023-10-18,0.4340709511383322,0.43407095113833216,5,False,0,,True,5,2023-10-02,false_negative,,16.0,0.26592904886166774,detected_only_at_0.35,short_history_under_7_days
ZL004VWE,2023-10-03,2023-11-29,15,1,0.3348234870593261,0.3348234870593261,2023-11-29,0.3348234870593261,0.3348234870593261,15,False,0,,False,0,,false_negative,,,0.3651765129406739,missed_even_at_0.35,weak_signal_below_0.35
ZL00563L,2023-10-05,2023-12-10,22,1,0.3341195270929709,0.3341195270929709,2023-12-10,0.3341195270929709,0.3341195270929709,22,False,0,,False,0,,false_negative,,,0.3658804729070291,missed_even_at_0.35,weak_signal_below_0.35
ZL005664,2023-10-01,2023-12-15,28,1,0.3385182318271604,0.3385182318271604,2023-12-15,0.3385182318271604,0.3385182318271604,28,False,0,,False,0,,false_negative,,,0.36148176817283956,missed_even_at_0.35,weak_signal_below_0.35
ZL005E6W,2023-10-06,2023-11-21,16,1,0.3385182318271604,0.3385182318271604,2023-11-21,0.3385182318271604,0.3385182318271604,16,False,0,,False,0,,false_negative,,,0.36148176817283956,missed_even_at_0.35,weak_signal_below_0.35
ZL22ZHJF,2023-10-05,2023-10-10,4,1,0.3476655500975009,0.3476655500975009,2023-10-10,0.3476655500975009,0.3476655500975009,4,False,0,,False,0,,false_negative,,,0.35233444990249907,missed_even_at_0.35,short_history_under_7_days
ZL22ZHJX,2023-10-01,2023-10-02,2,1,0.3496703280254837,0.3496703280254837,2023-10-02,0.3496703280254837,0.3496703280254837,2,False,0,,False,0,,false_negative,,,0.35032967197451625,missed_even_at_0.35,short_history_under_7_days
ZL22ZX5C,2023-10-03,2023-11-23,16,1,0.6385322468824162,0.37946902569528984,2023-11-23,0.6385322468824162,0.37946902569528984,16,False,0,,True,2,2023-11-20,false_negative,,3.0,0.06146775311758379,detected_only_at_0.35,near_miss_0.60_to_0.70
ZL2KAANL,2023-10-04,2023-10-14,4,1,0.3348234870593261,0.3348234870593261,2023-10-14,0.3348234870593261,0.3348234870593261,4,False,0,,False,0,,false_negative,,,0.3651765129406739,missed_even_at_0.35,short_history_under_7_days
ZL2LA2XJ,2023-10-02,2023-10-16,3,1,0.34245999409712896,0.34245999409712896,2023-10-16,0.34245999409712896,0.34245999409712896,3,False,0,,False,0,,false_negative,,,0.357540005902871,missed_even_at_0.35,short_history_under_7_days
ZL2LTQNY,2023-10-05,2023-10-19,6,1,0.3385182318271604,0.3385182318271604,2023-10-19,0.3385182318271604,0.3385182318271604,6,False,0,,False,0,,false_negative,,,0.36148176817283956,missed_even_at_0.35,short_history_under_7_days
ZL2NFYC7,2023-10-01,2023-10-12,5,1,0.3348234870593261,0.3348234870593261,2023-10-12,0.3348234870593261,0.3348234870593261,5,False,0,,False,0,,false_negative,,,0.3651765129406739,missed_even_at_0.35,short_history_under_7_days
ZL2NFYM9,2023-10-03,2023-10-31,12,1,0.34704210934105184,0.34704210934105184,2023-10-31,0.34704210934105184,0.34704210934105184,12,False,0,,False,0,,false_negative,,,0.3529578906589481,missed_even_at_0.35,weak_signal_below_0.35
ZLW0CTCW,2023-10-12,2023-10-12,1,1,0.34245999409712896,0.34245999409712896,2023-10-12,0.34245999409712896,0.34245999409712896,1,False,0,,False,0,,false_negative,,,0.357540005902871,missed_even_at_0.35,short_history_under_7_days
ZLW0EGZ3,2023-10-03,2023-11-20,18,1,0.3348234870593261,0.3348234870593261,2023-11-20,0.3348234870593261,0.3348234870593261,18,False,0,,False,0,,false_negative,,,0.3651765129406739,missed_even_at_0.35,weak_signal_below_0.35
ZLW0GGAE,2023-10-01,2023-10-10,2,1,0.3852556084618057,0.36188692014448304,2023-10-10,0.3852556084618057,0.36188692014448304,2,False,0,,True,1,2023-10-10,false_negative,,0.0,0.3147443915381943,detected_only_at_0.35,short_history_under_7_days
ZLW0GJW3,2023-10-03,2023-10-10,4,1,0.34704210934105184,0.34704210934105184,2023-10-10,0.34704210934105184,0.34704210934105184,4,False,0,,False,0,,false_negative,,,0.3529578906589481,missed_even_at_0.35,short_history_under_7_days
ZLW0H3EF,2023-10-01,2023-12-13,28,1,0.340734826169684,0.3389536029184651,2023-12-13,0.340734826169684,0.3389536029184651,28,False,0,,False,0,,false_negative,,,0.359265173830316,missed_even_at_0.35,weak_signal_below_0.35
ZLW0H3EY,2023-10-03,2023-10-20,9,1,0.34245999409712896,0.34245999409712896,2023-10-20,0.34245999409712896,0.34245999409712896,9,False,0,,False,0,,false_negative,,,0.357540005902871,missed_even_at_0.35,weak_signal_below_0.35
ZLW0H3H6,2023-10-04,2023-10-07,3,1,0.34704210934105184,0.34704210934105184,2023-10-07,0.34704210934105184,0.34704210934105184,3,False,0,,False,0,,false_negative,,,0.3529578906589481,missed_even_at_0.35,short_history_under_7_days
ZLW0HCHQ,2023-10-01,2023-11-09,16,1,0.3445377537074401,0.3428495740240623,2023-11-09,0.3445377537074401,0.3428495740240623,16,False,0,,False,0,,false_negative,,,0.35546224629255985,missed_even_at_0.35,weak_signal_below_0.35
ZLW0WFKM,2023-10-10,2023-11-09,12,1,0.34803228835051403,0.34803228835051403,2023-11-09,0.34803228835051403,0.34803228835051403,12,False,0,,False,0,,false_negative,,,0.3519677116494859,missed_even_at_0.35,weak_signal_below_0.35
ZLW18E5F,2023-10-14,2023-12-07,20,1,0.3713105765262549,0.34642826002276805,2023-12-07,0.3713105765262549,0.34642826002276805,20,False,0,,True,5,2023-12-02,false_negative,,5.0,0.3286894234737451,detected_only_at_0.35,moderate_signal_0.35_to_0.60
